2025/07/28 09:17:29 🚀 启动分布式缓存节点: node3
2025/07/28 09:17:29 📡 监听地址: :8003
2025/07/28 09:17:29 🌐 集群节点: map[node1:localhost:8001 node2:localhost:8002 node3:localhost:8003]
2025/07/28 09:17:29 🌐 启动集群管理器，节点ID: node3
2025/07/28 09:17:29 🚀 启动分布式缓存节点: node3
2025/07/28 09:17:29 📡 监听地址: localhost:8003
2025/07/28 09:17:29 🌐 集群节点数: 3
2025/07/28 09:17:31 ✅ 成功通知节点 localhost:8001 关于节点加入
2025/07/28 09:17:31 ✅ 成功通知节点 localhost:8002 关于节点加入
[GIN] 2025/07/28 - 09:17:33 | 200 |      22.403µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 09:17:41 | 200 |      20.288µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:329"
[GIN] 2025/07/28 - 09:17:41 | 200 |      11.026µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:330"
[GIN] 2025/07/28 - 09:17:42 | 200 |      213.15µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:332"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.093µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:333"
[GIN] 2025/07/28 - 09:17:42 | 200 |     172.788µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:335"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.396µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:336"
[GIN] 2025/07/28 - 09:17:42 | 200 |     168.636µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:338"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.471µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:341"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.142µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:342"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.444µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:343"
[GIN] 2025/07/28 - 09:17:42 | 200 |     202.036µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:344"
[GIN] 2025/07/28 - 09:17:42 | 200 |      20.091µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:346"
[GIN] 2025/07/28 - 09:17:42 | 200 |     182.221µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:347"
[GIN] 2025/07/28 - 09:17:42 | 200 |        18.8µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:349"
[GIN] 2025/07/28 - 09:17:42 | 200 |     233.184µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:350"
[GIN] 2025/07/28 - 09:17:42 | 200 |      19.815µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:353"
[GIN] 2025/07/28 - 09:17:42 | 200 |      20.088µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:355"
[GIN] 2025/07/28 - 09:17:42 | 200 |     250.465µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:356"
[GIN] 2025/07/28 - 09:17:42 | 200 |      19.117µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:359"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.811µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:362"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.385µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:363"
[GIN] 2025/07/28 - 09:17:42 | 200 |      19.975µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:364"
[GIN] 2025/07/28 - 09:17:42 | 200 |     218.593µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:365"
[GIN] 2025/07/28 - 09:17:42 | 200 |     166.871µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:368"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.142µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:370"
[GIN] 2025/07/28 - 09:17:42 | 200 |     204.565µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:371"
[GIN] 2025/07/28 - 09:17:42 | 200 |     160.443µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:374"
[GIN] 2025/07/28 - 09:17:42 | 200 |     246.127µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:377"
[GIN] 2025/07/28 - 09:17:42 | 200 |     198.629µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:380"
[GIN] 2025/07/28 - 09:17:42 | 200 |       13.68µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:381"
[GIN] 2025/07/28 - 09:17:42 | 200 |      162.78µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:383"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.265µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:386"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.729µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:388"
[GIN] 2025/07/28 - 09:17:42 | 200 |     171.981µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:389"
[GIN] 2025/07/28 - 09:17:42 | 200 |     154.086µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:392"
[GIN] 2025/07/28 - 09:17:42 | 200 |      20.804µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:393"
[GIN] 2025/07/28 - 09:17:42 | 200 |      21.922µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:395"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.743µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:396"
[GIN] 2025/07/28 - 09:17:42 | 200 |      21.701µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:397"
[GIN] 2025/07/28 - 09:17:42 | 200 |     218.952µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:398"
[GIN] 2025/07/28 - 09:17:42 | 200 |      20.535µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:401"
[GIN] 2025/07/28 - 09:17:42 | 200 |       19.67µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:402"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.759µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:403"
[GIN] 2025/07/28 - 09:17:42 | 200 |     213.068µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:404"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.156µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:407"
[GIN] 2025/07/28 - 09:17:42 | 200 |     205.775µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:410"
[GIN] 2025/07/28 - 09:17:42 | 200 |      21.644µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:412"
[GIN] 2025/07/28 - 09:17:42 | 200 |     217.314µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:413"
[GIN] 2025/07/28 - 09:17:42 | 200 |     205.861µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:416"
[GIN] 2025/07/28 - 09:17:42 | 200 |      19.711µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:417"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.648µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:419"
[GIN] 2025/07/28 - 09:17:42 | 200 |       8.409µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:420"
[GIN] 2025/07/28 - 09:17:42 | 200 |     179.693µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:422"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.592µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:423"
[GIN] 2025/07/28 - 09:17:42 | 200 |      19.768µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:425"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.693µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:428"
[GIN] 2025/07/28 - 09:17:42 | 200 |     201.857µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:431"
[GIN] 2025/07/28 - 09:17:42 | 200 |     214.146µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:434"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.392µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:435"
[GIN] 2025/07/28 - 09:17:42 | 200 |     212.821µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:437"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.996µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:439"
[GIN] 2025/07/28 - 09:17:42 | 200 |     388.082µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:440"
[GIN] 2025/07/28 - 09:17:42 | 200 |     207.376µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:443"
[GIN] 2025/07/28 - 09:17:42 | 200 |      20.911µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:444"
[GIN] 2025/07/28 - 09:17:42 | 200 |     165.141µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:446"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.574µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:449"
[GIN] 2025/07/28 - 09:17:42 | 200 |     203.302µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:452"
[GIN] 2025/07/28 - 09:17:42 | 200 |     190.642µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:455"
[GIN] 2025/07/28 - 09:17:42 | 200 |       17.53µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:456"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.494µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:458"
[GIN] 2025/07/28 - 09:17:42 | 200 |     162.007µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:461"
[GIN] 2025/07/28 - 09:17:42 | 200 |     148.201µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:464"
[GIN] 2025/07/28 - 09:17:42 | 200 |     182.189µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:467"
[GIN] 2025/07/28 - 09:17:42 | 200 |     168.685µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:470"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.099µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:472"
[GIN] 2025/07/28 - 09:17:42 | 200 |     153.463µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:473"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.578µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:475"
[GIN] 2025/07/28 - 09:17:42 | 200 |      20.261µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:476"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.598µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:478"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.605µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:479"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.112µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:480"
[GIN] 2025/07/28 - 09:17:42 | 200 |      19.648µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:482"
[GIN] 2025/07/28 - 09:17:42 | 200 |     172.786µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:485"
[GIN] 2025/07/28 - 09:17:42 | 200 |     172.062µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:488"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.122µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:489"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.612µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:491"
[GIN] 2025/07/28 - 09:17:42 | 200 |     211.406µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:494"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.943µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:495"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.781µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:496"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.235µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:497"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.008µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:498"
[GIN] 2025/07/28 - 09:17:42 | 200 |     151.061µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:500"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.979µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:502"
[GIN] 2025/07/28 - 09:17:42 | 200 |      19.764µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:503"
[GIN] 2025/07/28 - 09:17:42 | 200 |       21.54µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:505"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.291µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:506"
[GIN] 2025/07/28 - 09:17:42 | 200 |     168.079µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:509"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.788µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:512"
[GIN] 2025/07/28 - 09:17:42 | 200 |     125.173µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:515"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.119µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:517"
[GIN] 2025/07/28 - 09:17:42 | 200 |     179.139µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:518"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.775µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:519"
[GIN] 2025/07/28 - 09:17:42 | 200 |     210.257µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:521"
[GIN] 2025/07/28 - 09:17:42 | 200 |     136.922µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:524"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.326µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:525"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.465µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:527"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.086µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:530"
[GIN] 2025/07/28 - 09:17:42 | 200 |        25.6µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:531"
[GIN] 2025/07/28 - 09:17:42 | 200 |      19.609µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:532"
[GIN] 2025/07/28 - 09:17:42 | 200 |     175.752µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:533"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.711µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:534"
[GIN] 2025/07/28 - 09:17:42 | 200 |     199.806µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:536"
[GIN] 2025/07/28 - 09:17:42 | 200 |     201.567µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:539"
[GIN] 2025/07/28 - 09:17:42 | 200 |      19.691µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:540"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.031µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:541"
[GIN] 2025/07/28 - 09:17:42 | 200 |     205.317µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:542"
[GIN] 2025/07/28 - 09:17:42 | 200 |      20.665µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:543"
[GIN] 2025/07/28 - 09:17:42 | 200 |     161.241µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:545"
[GIN] 2025/07/28 - 09:17:42 | 200 |      174.75µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:548"
[GIN] 2025/07/28 - 09:17:42 | 200 |     214.594µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:551"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.954µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:553"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.431µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:554"
[GIN] 2025/07/28 - 09:17:42 | 200 |      213.14µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:557"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.101µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:558"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.818µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:560"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.205µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:561"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.788µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:562"
[GIN] 2025/07/28 - 09:17:42 | 200 |       17.17µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:563"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.701µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:564"
[GIN] 2025/07/28 - 09:17:42 | 200 |       15.06µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:566"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.959µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:569"
[GIN] 2025/07/28 - 09:17:42 | 200 |     163.567µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:572"
[GIN] 2025/07/28 - 09:17:42 | 200 |       16.86µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:573"
[GIN] 2025/07/28 - 09:17:42 | 200 |     201.877µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:575"
[GIN] 2025/07/28 - 09:17:42 | 200 |     173.938µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:578"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.485µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:580"
[GIN] 2025/07/28 - 09:17:42 | 200 |     212.877µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:581"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.644µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:582"
[GIN] 2025/07/28 - 09:17:42 | 200 |     182.374µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:584"
[GIN] 2025/07/28 - 09:17:42 | 200 |     198.377µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:587"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.691µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:588"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.757µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:589"
[GIN] 2025/07/28 - 09:17:42 | 200 |      155.53µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:590"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.779µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:591"
[GIN] 2025/07/28 - 09:17:42 | 200 |     183.283µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:593"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.155µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:595"
[GIN] 2025/07/28 - 09:17:42 | 200 |     180.924µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:596"
[GIN] 2025/07/28 - 09:17:42 | 200 |      21.134µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:598"
[GIN] 2025/07/28 - 09:17:42 | 200 |     236.095µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:599"
[GIN] 2025/07/28 - 09:17:42 | 200 |     173.094µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:602"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.613µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:604"
[GIN] 2025/07/28 - 09:17:42 | 200 |     213.033µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:605"
[GIN] 2025/07/28 - 09:17:42 | 200 |     202.092µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:608"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.002µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:610"
[GIN] 2025/07/28 - 09:17:42 | 200 |     155.381µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:611"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.834µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:613"
[GIN] 2025/07/28 - 09:17:42 | 200 |     157.829µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:614"
[GIN] 2025/07/28 - 09:17:42 | 200 |      12.478µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:615"
[GIN] 2025/07/28 - 09:17:42 | 200 |     165.835µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:617"
[GIN] 2025/07/28 - 09:17:42 | 200 |      178.77µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:620"
[GIN] 2025/07/28 - 09:17:42 | 200 |      155.77µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:623"
[GIN] 2025/07/28 - 09:17:42 | 200 |      13.138µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:624"
[GIN] 2025/07/28 - 09:17:42 | 200 |      22.669µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:625"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.346µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:626"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.426µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:628"
[GIN] 2025/07/28 - 09:17:42 | 200 |      18.445µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:629"
[GIN] 2025/07/28 - 09:17:42 | 200 |      14.335µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:631"
[GIN] 2025/07/28 - 09:17:42 | 200 |     179.695µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:632"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.269µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:633"
[GIN] 2025/07/28 - 09:17:42 | 200 |     166.106µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:635"
[GIN] 2025/07/28 - 09:17:42 | 200 |     147.799µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:638"
[GIN] 2025/07/28 - 09:17:42 | 200 |      10.108µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:639"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.706µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:641"
[GIN] 2025/07/28 - 09:17:42 | 200 |     171.539µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:644"
[GIN] 2025/07/28 - 09:17:42 | 200 |      234.68µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:647"
[GIN] 2025/07/28 - 09:17:42 | 200 |     200.035µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:650"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.804µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:652"
[GIN] 2025/07/28 - 09:17:42 | 200 |     215.193µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:653"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.005µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:654"
[GIN] 2025/07/28 - 09:17:42 | 200 |     191.383µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:656"
[GIN] 2025/07/28 - 09:17:42 | 200 |     204.828µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:659"
[GIN] 2025/07/28 - 09:17:42 | 200 |      19.217µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:662"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.454µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:663"
[GIN] 2025/07/28 - 09:17:42 | 200 |     181.727µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:665"
[GIN] 2025/07/28 - 09:17:42 | 200 |       9.904µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:666"
[GIN] 2025/07/28 - 09:17:42 | 200 |      11.582µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:668"
[GIN] 2025/07/28 - 09:17:42 | 200 |     179.816µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:671"
[GIN] 2025/07/28 - 09:17:42 | 200 |      16.763µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:674"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.753µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:675"
[GIN] 2025/07/28 - 09:17:42 | 200 |     153.579µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:677"
[GIN] 2025/07/28 - 09:17:42 | 200 |     195.729µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:680"
[GIN] 2025/07/28 - 09:17:42 | 200 |      485.01µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:683"
[GIN] 2025/07/28 - 09:17:42 | 200 |      22.338µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:684"
[GIN] 2025/07/28 - 09:17:42 | 200 |      15.379µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:685"
[GIN] 2025/07/28 - 09:17:42 | 200 |     166.369µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:686"
[GIN] 2025/07/28 - 09:17:42 | 200 |     127.943µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:689"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.098µs |       127.0.0.1 | PUT      "/internal/cache/perf:write:691"
[GIN] 2025/07/28 - 09:17:42 | 200 |      17.227µs |       127.0.0.1 | PUT      "/api/v1/cache/perf:write:692"
